,district,ido,keido
105,杉並区,35.69296,139.621781
106,北区,35.74518,139.724294
107,港区,35.663089,139.755002
108,江東区,35.678143,139.830705
109,豊島区,35.728917,139.691584
110,杉並区,35.68553499999999,139.645278
111,世田谷区,35.615324,139.644227
112,世田谷区,35.63691400000001,139.638228
113,大田区,35.593618,139.70101200000002
114,江東区,35.673549,139.79158600000002
115,板橋区,35.759847,139.70854599999998
116,中野区,35.711874,139.67155
117,練馬区,35.747406,139.599248
118,豊島区,35.73755900000001,139.72526000000002
119,品川区,35.618254,139.703001
120,港区,35.640556,139.735173
121,北区,35.764854,139.735301
122,江東区,35.692334,139.840606
123,世田谷区,35.640459,139.58726399999998
124,江東区,35.646684,139.786093
125,足立区,35.748874,139.80716
126,文京区,35.713136,139.747864
127,足立区,35.786418,139.795161
128,葛飾区,35.73125800000001,139.870203
129,練馬区,35.772928,139.588904
130,目黒区,35.628924,139.687875
131,文京区,35.714264,139.742684
132,世田谷区,35.66933,139.597728
133,港区,35.640807,139.756877
134,大田区,35.570808,139.727932
135,大田区,35.586702,139.703858
136,北区,35.780168,139.713322
137,江戸川区,35.689491,139.861004
138,練馬区,35.737191,139.66143799999998
139,墨田区,35.697291,139.798756
140,千代田区,35.69058,139.765604
141,品川区,35.624512,139.72313
142,世田谷区,35.643986,139.60554
143,豊島区,35.736067,139.722153
144,板橋区,35.751817,139.713809
145,足立区,35.768341,139.79706000000002
146,江戸川区,35.65376699999999,139.874942
147,江東区,35.678264,139.799487
148,豊島区,35.73794,139.74434399999998
149,江東区,35.68144500000001,139.82331299999998
150,世田谷区,35.637698,139.664603
151,江戸川区,35.660469,139.86067
152,墨田区,35.725348,139.81760400000002
153,大田区,35.589094,139.688511
154,新宿区,35.708049,139.736088
155,豊島区,35.72847,139.73441
156,新宿区,35.706956,139.73752199999998
157,江東区,35.648418,139.801826
158,新宿区,35.690076,139.72304
159,豊島区,35.739294,139.71414
160,杉並区,35.685354,139.620115
161,足立区,35.777123,139.740471
162,文京区,35.71392,139.730214
163,北区,35.786752,139.718311
164,大田区,35.561768,139.71833700000002
165,世田谷区,35.636575,139.661146
166,品川区,35.615709,139.70683200000002
167,大田区,35.576689,139.69718500000002
168,世田谷区,35.65158,139.675308
169,新宿区,35.684268,139.726541
170,大田区,35.61018499999999,139.688469
171,渋谷区,35.645034,139.71357
172,中野区,35.704127,139.66889
173,目黒区,35.640842,139.690658
174,中央区,35.693024,139.783587
175,板橋区,35.755382,139.709847
176,足立区,35.792936,139.78108600000002
177,足立区,35.77093,139.82606299999998
178,墨田区,35.710776,139.813826
179,豊島区,35.72777,139.72223799999998
180,台東区,35.72754699999999,139.78753799999998
181,墨田区,35.725348,139.81760400000002
182,墨田区,35.709004,139.821865
183,練馬区,35.75307100000001,139.635199
184,江戸川区,35.67766500000001,139.869564
185,大田区,35.598405,139.709912
186,渋谷区,35.680992,139.683187
187,足立区,35.768519,139.81233899999998
188,港区,35.639386,139.725425
189,品川区,35.621432,139.716165
190,足立区,35.805545,139.77598999999998
191,杉並区,35.701509,139.64569699999998
192,大田区,35.57481352327957,139.71014685680242
193,大田区,35.578647,139.720973
194,港区,35.640807,139.756877
195,練馬区,35.742075,139.591433
196,世田谷区,35.666,139.59252
197,中野区,35.71830100000001,139.66038899999998
198,荒川区,35.744446,139.778698
199,杉並区,35.699724,139.658421
200,足立区,35.78459799999999,139.767771
201,台東区,35.717988,139.787455
202,杉並区,35.701509,139.64569699999998
203,江戸川区,35.738041,139.880194
204,新宿区,35.699919,139.69923799999998
205,練馬区,35.747042,139.604167
206,練馬区,35.731217,139.658939
207,目黒区,35.615008,139.680839
208,江戸川区,35.73167,139.885317
209,足立区,35.775863,139.832888
210,荒川区,35.7266,139.7809
211,豊島区,35.727961,139.682395
212,葛飾区,35.747278,139.822722
213,豊島区,35.71514699999999,139.716155
214,板橋区,35.773939,139.700268
215,中央区,35.65477199999999,139.773673
216,大田区,35.587281,139.729647
217,荒川区,35.730937,139.776514
218,目黒区,35.636776,139.692932
219,葛飾区,35.739525,139.82735300000002
220,杉並区,35.7186,139.58863799999997
221,杉並区,35.695787,139.657127
222,港区,35.667062,139.737154
223,荒川区,35.7266,139.7809
224,新宿区,35.692885,139.685558
225,杉並区,35.678702,139.626728
226,中野区,35.711874,139.67155
227,板橋区,35.74712800000001,139.718085
228,千代田区,35.693856,139.76918899999998
229,江戸川区,35.670966,139.873758
230,足立区,35.76061,139.815179
231,品川区,35.602514,139.708133
232,世田谷区,35.66337,139.600722
233,港区,35.65857000000001,139.756545
234,板橋区,35.75837100000001,139.685462
235,江東区,35.670547,139.793901
236,練馬区,35.724792,139.583399
237,江東区,35.678264,139.799487
238,葛飾区,35.739525,139.82735300000002
239,練馬区,35.772656,139.595485
240,葛飾区,35.756936,139.85193
241,杉並区,35.696784,139.636109
242,中央区,35.66515300000001,139.781855
243,江戸川区,35.654923,139.87876699999998
244,葛飾区,35.733497,139.840198
245,練馬区,35.74404600000001,139.578755
246,渋谷区,35.65331099999999,139.70955800000002
247,中野区,35.725256,139.62871299999998
248,北区,35.75767000000001,139.740447
249,江東区,35.683105,139.837393
250,大田区,35.58342899999999,139.70819699999998
251,渋谷区,35.66638837798594,139.6941170590431
252,北区,35.74328900000001,139.735101
253,文京区,35.708048,139.749428
254,板橋区,35.753991,139.706456
255,目黒区,35.610261,139.673653
256,北区,35.785446,139.72333600000002
257,文京区,35.720831,139.73623999999998
258,中央区,35.65477199999999,139.773673
259,江東区,35.678826,139.82223100000002
260,葛飾区,35.73909000000001,139.875227
261,板橋区,35.758799,139.70469
262,江戸川区,35.703496,139.84166499999998
263,世田谷区,35.66933,139.597728
264,板橋区,35.771445,139.690426
265,新宿区,35.694183,139.73333200000002
266,中野区,35.711153,139.657167
267,杉並区,35.722039,139.612331
268,目黒区,35.616487,139.696124
269,千代田区,35.69618900000001,139.780146
270,中野区,35.711874,139.67155
271,墨田区,35.723057,139.828893
272,墨田区,35.70931599999999,139.80594299999998
273,葛飾区,35.777122,139.868832
274,品川区,35.631726,139.718439
275,渋谷区,35.683824,139.682573
276,中央区,35.65477199999999,139.773673
277,品川区,35.618206,139.743093
278,中野区,35.703439,139.675024
279,練馬区,35.766732,139.660792
280,世田谷区,35.648578,139.675271
281,台東区,35.71348300000001,139.782066
282,港区,35.654862,139.755988
283,江戸川区,35.667416,139.857662
284,大田区,35.575893,139.715106
285,葛飾区,35.743153,139.872295
286,大田区,35.566056,139.710368
287,大田区,35.59576699999999,139.709113
288,文京区,35.705017,139.756296
289,江東区,35.672862,139.822903
290,世田谷区,35.606098,139.675094
291,豊島区,35.729156,139.703878
292,杉並区,35.688943,139.634655
293,足立区,35.785392,139.785461
294,品川区,35.590967,139.736793
295,中野区,35.699891,139.673249
296,品川区,35.610093,139.737231
297,目黒区,35.633804,139.705352
298,豊島区,35.72487800000001,139.690299
299,江戸川区,35.744825,139.891371
300,江戸川区,35.71135,139.856128
301,新宿区,35.720805,139.688752
302,大田区,35.566513,139.725574
303,大田区,35.585089,139.674611
304,足立区,35.77636500000001,139.783343
305,新宿区,35.684529,139.689179
306,品川区,35.605624,139.719322
307,大田区,35.584746,139.73736
308,江東区,35.682886,139.80820500000002
309,江戸川区,35.720374,139.870566
310,世田谷区,35.64143499999999,139.649233
311,豊島区,35.736067,139.722153
312,中央区,35.668796,139.786583
313,千代田区,35.700542,139.752263
314,港区,35.648744,139.755448
315,練馬区,35.765116,139.666652
316,品川区,35.62800900000001,139.729323
317,港区,35.661899,139.720294
318,荒川区,35.73475999999999,139.78684199999998
319,足立区,35.77249600000001,139.800703
320,中央区,35.68802700000001,139.78818
321,板橋区,35.764848,139.706841
322,世田谷区,35.648425,139.66265900000002
323,中野区,35.695283,139.675963
324,中野区,35.715226,139.65084299999998
325,葛飾区,35.75232000000001,139.883492
326,杉並区,35.71009,139.604576
327,新宿区,35.70214,139.742855
328,板橋区,35.773393,139.696299
329,中野区,35.698994,139.68565800000002
330,江戸川区,35.720994,139.892426
331,練馬区,35.756226,139.605125
332,葛飾区,35.760223,139.87237199999998
333,杉並区,35.668107,139.634493
334,豊島区,35.7356,139.704677
335,中野区,35.714638,139.656504
336,練馬区,35.735735,139.639708
337,葛飾区,35.742729,139.878158
338,豊島区,35.738631,139.688775
339,江東区,35.68360300000001,139.815501
340,杉並区,35.707906,139.647784
341,練馬区,35.7579,139.584602
342,足立区,35.786418,139.795161
343,葛飾区,35.752888,139.848292
344,渋谷区,35.65539000000001,139.70840900000002
345,大田区,35.564592,139.732378
346,江戸川区,35.716137,139.869518
347,渋谷区,35.680757,139.69097
348,練馬区,35.758913,139.617597
349,豊島区,35.727961,139.682395
350,目黒区,35.62275,139.687168
351,港区,35.660852,139.716026
352,中央区,35.675598,139.77503000000002
353,葛飾区,35.737018,139.86236
354,江東区,35.672298,139.843767
355,江戸川区,35.679518,139.875135
356,大田区,35.540839,139.707751
357,足立区,35.768341,139.79706000000002
358,葛飾区,35.76764,139.847139
359,江東区,35.684902,139.799545
360,目黒区,35.62806099999999,139.698687
361,板橋区,35.751817,139.713809
362,世田谷区,35.628891,139.642972
363,世田谷区,35.646311,139.67280300000002
364,練馬区,35.7598,139.595234
365,杉並区,35.680041,139.65335
366,世田谷区,35.614063,139.624645
367,江戸川区,35.684482,139.892772
368,足立区,35.77579,139.77936499999998
369,杉並区,35.70753,139.652095
370,港区,35.656839,139.729908
371,中野区,35.715831,139.66195
372,中央区,35.65477199999999,139.773673
373,渋谷区,35.643613,139.71804
374,中央区,35.66070900000001,139.776476
375,江戸川区,35.731473,139.88835500000002
376,大田区,35.584746,139.73736
377,江東区,35.669582,139.812579
378,世田谷区,35.646311,139.67280300000002
379,目黒区,35.619449,139.67293999999998
380,中央区,35.682679,139.780719
381,大田区,35.589817,139.716695
382,板橋区,35.74712800000001,139.718085
383,板橋区,35.749886,139.683201
384,杉並区,35.680041,139.65335
385,世田谷区,35.66972600000001,139.620901
386,中野区,35.7116,139.65189099999998
387,中野区,35.721677,139.651425
388,杉並区,35.682426,139.62862900000002
389,文京区,35.709746,139.736945
390,杉並区,35.695193,139.593812
391,港区,35.639386,139.725425
392,練馬区,35.740012,139.63593999999998
393,板橋区,35.74712800000001,139.718085
394,世田谷区,35.658003,139.645777
395,墨田区,35.694484,139.804232
396,大田区,35.549836,139.707269
397,板橋区,35.748165,139.71108700000002
398,墨田区,35.688537,139.80776
399,墨田区,35.688537,139.80776
400,足立区,35.762929,139.793216
401,葛飾区,35.73537,139.844999
402,北区,35.744546,139.740296
403,世田谷区,35.630668,139.67465
404,江戸川区,35.722542,139.883413
405,中野区,35.719571,139.63413799999998
406,葛飾区,35.764145,139.87031499999998
407,足立区,35.796992,139.819152
408,葛飾区,35.755142,139.831128
409,中野区,35.691502,139.673931
410,世田谷区,35.636148,139.606197
411,荒川区,35.748636,139.763712
412,葛飾区,35.766586,139.8682
413,台東区,35.724272,139.806997
414,世田谷区,35.668165,139.653306
415,新宿区,35.683849,139.717044
416,品川区,35.61219600000001,139.70408799999998
417,大田区,35.55758,139.711433
418,板橋区,35.759847,139.70854599999998
419,世田谷区,35.596493,139.67825
420,荒川区,35.746272,139.7712
421,港区,35.633695,139.750679
422,足立区,35.768833,139.777366
423,足立区,35.759926,139.82833200000002
424,豊島区,35.733942,139.708535
425,大田区,35.546431,139.704474
426,世田谷区,35.652307,139.643624
427,大田区,35.596698,139.705288
428,品川区,35.604996,139.71595
429,練馬区,35.760456,139.645896
430,世田谷区,35.627118,139.638163
431,板橋区,35.783005,139.67633600000002
432,墨田区,35.7074,139.817308
433,江戸川区,35.71135,139.856128
434,中野区,35.695683,139.670734
435,江東区,35.68360300000001,139.815501
436,中央区,35.672801,139.77414199999998
437,練馬区,35.74404600000001,139.578755
438,世田谷区,35.6417,139.665353
439,目黒区,35.61601500000001,139.673269
440,江東区,35.686279,139.801949
441,足立区,35.792441,139.824996
442,練馬区,35.772928,139.588904
443,世田谷区,35.608822,139.656175
444,江戸川区,35.739838,139.885646
445,江戸川区,35.720006,139.889455
446,文京区,35.729052,139.74068300000002
447,練馬区,35.743701,139.570439
448,大田区,35.563007,139.712494
449,足立区,35.79724500000001,139.842774
450,目黒区,35.610267,139.66704099999998
451,港区,35.648408,139.735246
452,江東区,35.671002,139.80145900000002
453,品川区,35.600022,139.740675
454,中央区,35.679924,139.78600500000002
455,台東区,35.713307,139.784077
456,世田谷区,35.644928,139.62644699999998
457,葛飾区,35.765188,139.850309
458,文京区,35.704428,139.76293700000002
459,渋谷区,35.688983,139.68163700000002
460,品川区,35.59615,139.736031
461,世田谷区,35.65531400000001,139.605369
462,中野区,35.715195,139.669004
463,板橋区,35.759847,139.70854599999998
464,江戸川区,35.694817,139.906202
465,大田区,35.575581,139.701131
466,新宿区,35.717139,139.69024
467,渋谷区,35.64642,139.72018799999998
468,墨田区,35.690419,139.796982
469,江戸川区,35.727369,139.889829
470,渋谷区,35.66638837798594,139.6941170590431
471,世田谷区,35.6417,139.665353
472,江戸川区,35.714807,139.88631999999998
473,板橋区,35.75075,139.718986
474,練馬区,35.758913,139.617597
475,中央区,35.674363,139.78266399999998
476,台東区,35.717281,139.79583799999997
477,北区,35.759658,139.724087
478,練馬区,35.745537455159926,139.62471786819367
479,品川区,35.621432,139.716165
480,荒川区,35.742944,139.77222
481,千代田区,35.692346,139.777635
482,大田区,35.592411,139.724981
483,世田谷区,35.661586,139.644882
484,世田谷区,35.630812,139.604186
485,足立区,35.775863,139.832888
486,大田区,35.563007,139.712494
487,江戸川区,35.711597,139.895941
488,港区,35.656839,139.729908
489,文京区,35.71392,139.730214
490,品川区,35.600022,139.740675
491,杉並区,35.70753,139.652095
492,葛飾区,35.738463,139.871829
493,荒川区,35.74952800000001,139.755496
494,板橋区,35.782578,139.646493
495,板橋区,35.791434,139.656735
496,江戸川区,35.740653,139.88908700000002
497,大田区,35.576689,139.69718500000002
498,江戸川区,35.710151,139.877726
499,豊島区,35.725185,139.68748100000002
500,豊島区,35.73790800000001,139.731843
501,世田谷区,35.601883,139.677948
502,練馬区,35.765116,139.666652
503,板橋区,35.783634,139.66998999999998
504,足立区,35.761522,139.805576
505,練馬区,35.73789199999999,139.611931
506,練馬区,35.738478,139.64763
507,江戸川区,35.738041,139.880194
508,杉並区,35.70221,139.618682
509,江東区,35.69165800000001,139.82889699999998
510,豊島区,35.728369,139.69516299999998
511,港区,35.657912,139.725535
512,板橋区,35.784443,139.639891
513,荒川区,35.751682,139.768582
514,足立区,35.782042,139.832019
515,中央区,35.695734,139.78375400000002
516,世田谷区,35.645333,139.64953899999998
517,渋谷区,35.670857,139.679845
518,江戸川区,35.71133,139.867804
519,豊島区,35.73061,139.719445
520,品川区,35.596874,139.734221
521,墨田区,35.707574,139.81493799999998
522,大田区,35.572158,139.688849
523,目黒区,35.636776,139.692932
524,北区,35.772314,139.727895
525,足立区,35.790869,139.791713
526,荒川区,35.730395,139.771031
527,練馬区,35.734354,139.66223200000002
528,練馬区,35.744373,139.653803
529,杉並区,35.714152,139.638341
530,豊島区,35.72487800000001,139.690299
531,板橋区,35.784256,139.635379
532,港区,35.633709,139.72882099999998
533,葛飾区,35.72640999999999,139.858922
534,世田谷区,35.668165,139.653306
535,大田区,35.546645,139.72799999999998
536,目黒区,35.631408,139.68371100000002
537,新宿区,35.702991,139.698729
538,中野区,35.688131,139.67084
539,目黒区,35.631037,139.711269
540,千代田区,35.69432800000001,139.780497
541,目黒区,35.623987,139.671223
542,江東区,35.687624,139.829499
543,品川区,35.618254,139.703001
544,世田谷区,35.660922,139.599705
545,江東区,35.683189,139.811869
546,目黒区,35.615536,139.69153799999998
547,中央区,35.683661,139.79116299999998
548,杉並区,35.710025,139.632064
549,練馬区,35.758083,139.579253
550,中野区,35.699481,139.679336
551,江東区,35.675323,139.831974
552,杉並区,35.70753,139.652095
553,豊島区,35.729118,139.727063
554,江東区,35.65379799999999,139.80066399999998
555,板橋区,35.788344,139.682289
556,港区,35.661226,139.725358
557,世田谷区,35.666702,139.648445
558,品川区,35.623517,139.706986
559,大田区,35.567905,139.68858899999998
560,大田区,35.593932,139.688877
561,大田区,35.592227,139.704863
562,港区,35.640556,139.735173
563,中央区,35.675598,139.77503000000002
564,大田区,35.54735,139.711908
565,新宿区,35.685902,139.720502
566,杉並区,35.68827800000001,139.652352
567,中野区,35.695683,139.670734
568,豊島区,35.73182100000001,139.722747
569,世田谷区,35.637174,139.612826
570,墨田区,35.694088,139.798998
571,千代田区,35.693526,139.776933
572,大田区,35.571921,139.740036
573,千代田区,35.68735,139.741509
574,杉並区,35.69141099999999,139.66333600000002
575,港区,35.656698,139.743777
576,世田谷区,35.666613,139.615831
577,台東区,35.722279,139.764595
578,北区,35.765171,139.746497
579,足立区,35.763981,139.810429
580,北区,35.786752,139.718311
581,江戸川区,35.65649099999999,139.866167
582,墨田区,35.72098300000001,139.813857
583,北区,35.762118,139.749883
584,北区,35.74177,139.746037
585,足立区,35.763724,139.81416299999998
586,江東区,35.671463,139.798098
587,大田区,35.59054099999999,139.705525
588,世田谷区,35.64510100000001,139.611262
589,杉並区,35.704122,139.652005
590,墨田区,35.688963,139.805114
591,品川区,35.599143,139.722976
592,世田谷区,35.64233,139.643153
593,新宿区,35.70623900000001,139.742185
594,江戸川区,35.665844,139.870654
595,墨田区,35.700487,139.803773
596,江戸川区,35.71873,139.881891
597,板橋区,35.788344,139.682289
598,練馬区,35.763017,139.617875
599,品川区,35.61992,139.705368
600,中野区,35.71136,139.646563
601,品川区,35.613056,139.726069
602,葛飾区,35.73959,139.85588700000002
603,大田区,35.60700999999999,139.692666
604,江戸川区,35.692291,139.887953
605,新宿区,35.714969,139.684236
606,大田区,35.596698,139.705288
607,練馬区,35.744373,139.653803
608,世田谷区,35.631776,139.596569
609,大田区,35.567823,139.68401200000002
610,練馬区,35.7209,139.572887
611,文京区,35.726201,139.738203
612,港区,35.650981,139.75476899999998
613,江東区,35.687624,139.829499
614,新宿区,35.713504,139.688107
615,足立区,35.782186,139.822913
616,大田区,35.568861,139.71518500000002
617,杉並区,35.696379,139.643724
618,新宿区,35.707939,139.729794
619,江東区,35.66683300000001,139.81094
620,世田谷区,35.641199,139.671487
621,千代田区,35.693856,139.76918899999998
622,世田谷区,35.66215,139.592225
623,港区,35.664851,139.718008
624,千代田区,35.693856,139.76918899999998
625,品川区,35.594988,139.719527
626,杉並区,35.695787,139.657127
627,江戸川区,35.699917,139.888895
628,渋谷区,35.680992,139.683187
629,板橋区,35.742792,139.7067
630,世田谷区,35.646311,139.67280300000002
631,江東区,35.687624,139.829499
632,目黒区,35.624841,139.69246299999998
633,葛飾区,35.778745,139.878248
634,豊島区,35.729118,139.727063
635,葛飾区,35.733497,139.840198
636,世田谷区,35.608305,139.643779
637,渋谷区,35.680992,139.683187
638,江戸川区,35.683752,139.857233
639,足立区,35.769553,139.800673
640,品川区,35.61999,139.713784
641,杉並区,35.676313,139.661301
642,大田区,35.563465,139.723952
643,葛飾区,35.71511599999999,139.866016
644,墨田区,35.711774,139.80461200000002
645,江東区,35.6511,139.796476
646,港区,35.650887,139.734381
647,江戸川区,35.681494,139.864886
648,港区,35.639386,139.725425
649,墨田区,35.690723,139.810394
650,足立区,35.77446099999999,139.761223
651,墨田区,35.710736,139.836197
652,大田区,35.587281,139.729647
653,葛飾区,35.752888,139.848292
654,品川区,35.615709,139.70683200000002
655,板橋区,35.778658,139.695487
656,新宿区,35.718128,139.70250900000002
657,港区,35.671874,139.73082
658,葛飾区,35.739525,139.82735300000002
659,江戸川区,35.688715,139.884531
660,杉並区,35.699724,139.658421
661,練馬区,35.74723200000001,139.616669
662,荒川区,35.730937,139.776514
663,江東区,35.677999,139.815824
664,足立区,35.773291,139.841935
665,江戸川区,35.65625700000001,139.861074
666,中央区,35.66515300000001,139.781855
667,品川区,35.590967,139.736793
668,足立区,35.751393,139.792051
669,足立区,35.749437,139.79773
670,杉並区,35.69452800000001,139.644304
671,港区,35.666781,139.730545
672,江東区,35.695719,139.829343
673,板橋区,35.746647,139.695736
674,江戸川区,35.66831,139.876561
675,墨田区,35.727513,139.829793
676,足立区,35.771742,139.788709
677,世田谷区,35.667079,139.624295
678,北区,35.759161,139.728324
679,江戸川区,35.71135,139.856128
680,江戸川区,35.688715,139.884531
681,杉並区,35.689283,139.61947
682,江戸川区,35.708809,139.887588
683,品川区,35.62775999999999,139.726428
684,渋谷区,35.666035,139.676861
685,足立区,35.763224,139.765885
686,品川区,35.612232,139.743335
687,杉並区,35.70218,139.63283
688,江東区,35.669582,139.812579
689,北区,35.74799799999999,139.75328100000002
690,練馬区,35.72567700000001,139.569367
691,世田谷区,35.640234,139.622318
692,江戸川区,35.71135,139.856128
693,大田区,35.59978800000001,139.705352
694,板橋区,35.76402,139.700596
695,目黒区,35.615008,139.680839
696,板橋区,35.751817,139.713809
697,台東区,35.727712,139.802622
698,港区,35.656675,139.73509199999998
699,新宿区,35.696362,139.71569
700,豊島区,35.729156,139.703878
701,目黒区,35.654794,139.69111999999998
702,台東区,35.726912,139.765413
703,足立区,35.796069,139.789875
704,江戸川区,35.73931500000001,139.882064
705,目黒区,35.653326,139.68653700000002
706,豊島区,35.739294,139.71414
707,北区,35.780168,139.713322
708,大田区,35.563465,139.723952
709,板橋区,35.779984000000006,139.63208500000002
710,北区,35.74518,139.724294
711,大田区,35.587281,139.729647
712,足立区,35.777123,139.740471
713,大田区,35.582907,139.700656
714,足立区,35.756268,139.804677
715,新宿区,35.69577899999999,139.692462
716,墨田区,35.713316,139.80932
717,江東区,35.670671,139.807544
718,江東区,35.66704,139.798908
719,新宿区,35.70623900000001,139.742185
720,世田谷区,35.63354,139.66333899999998
721,江東区,35.698131,139.842157
722,練馬区,35.73728,139.57024199999998
723,中野区,35.700188,139.66921399999998
724,品川区,35.60951400000001,139.748327
725,品川区,35.605854,139.732558
726,中野区,35.698994,139.68565800000002
727,中央区,35.664659,139.787106
728,杉並区,35.699753,139.59989299999998
729,世田谷区,35.63995,139.657878
730,中野区,35.700188,139.66921399999998
731,世田谷区,35.643986,139.60554
732,港区,35.65857000000001,139.756545
733,北区,35.79450100000001,139.698006
734,豊島区,35.72456,139.692943
735,世田谷区,35.658547,139.671757
736,江東区,35.69942,139.822419
737,豊島区,35.726524,139.715008
738,板橋区,35.778714,139.63858000000002
739,墨田区,35.688963,139.805114
740,江戸川区,35.703496,139.84166499999998
741,葛飾区,35.739525,139.82735300000002
742,江戸川区,35.707253,139.847289
743,板橋区,35.749053,139.691976
744,品川区,35.598617,139.727993
745,江戸川区,35.667416,139.857662
746,世田谷区,35.66933,139.597728
747,江東区,35.69165800000001,139.82889699999998
748,新宿区,35.708002,139.724433
749,練馬区,35.767346999999994,139.606743
750,中央区,35.674363,139.78266399999998
751,北区,35.74518,139.724294
752,世田谷区,35.666,139.59252
753,台東区,35.721895,139.792402
754,大田区,35.59576699999999,139.709113
755,練馬区,35.753944,139.58930800000002
756,荒川区,35.730514,139.781233
757,中野区,35.728606,139.66583500000002
758,豊島区,35.73625399999999,139.741698
759,葛飾区,35.763125,139.86138400000002
760,港区,35.656698,139.743777
761,練馬区,35.739857,139.658958
762,墨田区,35.707538,139.811924
763,葛飾区,35.758888,139.824712
764,千代田区,35.69618900000001,139.780146
765,台東区,35.72804199999999,139.792673
766,世田谷区,35.644998,139.663322
767,中野区,35.714638,139.656504
768,足立区,35.803769,139.76846799999998
769,目黒区,35.624841,139.69246299999998
770,中央区,35.685222,139.789481
771,台東区,35.70767700000001,139.786483
772,足立区,35.753088,139.799171
773,文京区,35.727776,139.762548
774,中央区,35.668867,139.78335
775,目黒区,35.616487,139.696124
776,渋谷区,35.683824,139.682573
777,世田谷区,35.66933,139.597728
778,目黒区,35.633256,139.694075
779,豊島区,35.74171,139.710158
780,豊島区,35.735037,139.749607
781,港区,35.64713300000001,139.746672
782,世田谷区,35.654643,139.595912
783,世田谷区,35.675852,139.60096299999998
784,練馬区,35.766732,139.660792
785,足立区,35.805748,139.817971
786,港区,35.671044,139.74023
